Placa,Ano,Modelo
ABQ3841,1981,L 1519
ABQ4913,1979,7000
ABQ5038,1991,GOL
ABQ6212,1983,RODOVIARIA
ABQ6386,1985,VOYAGE
ABQ8116,1986,L 1517
ABQ9736,1991,SANTANA
ABR0078,1997,GOL MI
ABR0120,1995,CORSA
ABR0313,2004,PALIO
ABR1563,1983,L
ABR1911,1986,N
ABR2093,1986,F1000
ABR2644,1971,SCANIA-VABIS 75
ABR4580,1983,VOYAGE LS
ABR5375,1991,L
ABR5809,1986,L
ABR6194,1985,MONZA
ABR6306,1984,R112
ABR6512,1991,709
ABR7299,1969,1111
ABR7733,2003,CLIO
ABR8441,1991,L 1618
ABR8620,2006,FIORINO
ABS0205,1979,LK
ABS0251,1987,VESPA
ABS1119,2005,1720
ABS1212,1991,VERONA
ABS1450,1985,T112
ABS2110,1983,PARATI
ABS2288,1996,R113
ABS3001,2002,CIVIC
ABS3265,1991,VERONA LX
ABS4370,1984,T112 MA 4X2
ABS4888,2008,C4
ABS5427,1981,CHEVETTE
ABS5655,2008,CIVIC
ABS5A08,2005,F250
ABS7778,1993,VERSAILLES
ABS8586,1985,ESCORT
ABS8644,1985,MONZA
ABS8834,1981,L
ABS9572,1978,L 608 D
ABS9619,1976,FUSCA
ABT0129,2008,CIVIC
ABT0906,2009,COROLLA
ABT1909,2009,TECTOR
ABT3540,1987,VOYAGE
ABT3994,1986,SANTANA
ABT4759,1978,BRASILIA
ABT5573,1988,PREMIO CS 1.5
ABT5C25,2011,R
ABT7382,1983,GOL
ABT7459,1979,L
ABT9051,1988,ESCORT
ABT9475,1984,CHEVETTE
ABT9591,1986,L
ABU0010,1995,GM ASTRA GLS
ABU0505,2001,LS
ABU0824,1975,BRASILIA
ABU1719,1974,F600
ABU2786,1988,MONZA
ABU3568,1991,L
ABU4031,1986,CG
ABU5098,1991,T112
ABU5665,2011,FRONTIER
ABU5864,1986,ELBA
ABU6229,1980,FUSCA 1300 L
ABU6353,1987,R112
ABU6695,1988,MONZA
ABU7117,1987,KOMBI
ABU9300,1997,PALIO
ABV0026,2007,PRISMA
ABV0099,1998,DAKOTA
ABV2473,1981,CG
ABV2594,1989,KOMBI
ABV2725,1986,VOYAGE
ABV3939,2006,AXOR
ABV4404,2010,FH
ABV4646,2005,CARGO
ABV5356,1991,VERONA LX
ABV5999,2013,FH
ABV6022,2014,R
ABV6161,2008,AXOR
ABV6858,2014,FH
ABV7100,2005,BLAZER
ABV7779,2013,FH
ABV8538,1991,GOL CL
ABV8678,1991,UNO
ABV8780,1982,PANORAMA
ABV9033,2014,FH
ABV9J56,1972,L
ABW0482,2001,NH12380
ABW0930,2001,L1622
ABW1714,2001,CORSA
ABW1793,2001,GOL
ABW1998,2001,PALIO
ABW2159,2001,SIENA
ABW2433,2001,VOLARE
ABW2812,2001,CARGO
ABW3322,2012,TUCSON
ABW3399,2012,DUSTER
ABW3598,2001,UNO
ABW3615,2001,PALIO
ABW3890,2001,GOL
ABW3G72,2001,BUSSCAR
ABW4668,2001,CELTA
ABW5505,2012,C4
ABW5671,2001,FIESTA
ABW5900,2010,R1200
ABW6295,2001,CORSA
ABW7007,1999,323I
ABW7085,2001,1215
ABW7151,2001,CLIO
ABW7595,2001,PALIO
ABW7617,2001,ASTRA
ABW9526,2001,17.21
ABW9563,2001,S60
ABW9597,2001,CELTA
ABW9D74,2001,COMIL
ABX0029,2004,XSARA
ABX0884,1983,FUSCA
ABX1276,1975,L
ABX1483,1991,L 1618
ABX1706,1985,BELINA
ABX2642,1991,F4000
ABX3409,1989,ESCORT GL
ABX5631,1991,CG
ABX7116,1981,147
ABX7136,1973,L 1113
ABX7624,1991,KADETT
ABX7744,2012,CRUZE
ABX7951,1989,L
ABX8397,1991,L
ABX9099,2006,24.250E
ABY0005,2001,ZAFIRA
ABY0621,2001,GOL
ABY2837,2001,ASTRA
ABY3199,2001,STRADA
ABY3687,2001,CORSA
ABY3B02,2001,BUSSCAR
ABY4031,2001,GOLF
ABY5005,2001,TRACKER
ABY5039,2001,1215
ABY5253,2001,R124
ABY5278,2001,1938
ABY6068,2001,CORSA
ABY6645,2001,PALIO
ABY6749,2001,R124
ABY6825,2001,24.25
ABY7181,2001,FIESTA
ABY7277,2001,FIESTA
ABY7877,2001,CORSA
ABY9585,2001,S10
ABY9595,2009,VM
ABY9780,2001,1720
ABZ0048,2006,FH
ABZ0049,2008,STRALISHD
ABZ0052,2004,SILOCAR
ABZ0059,2007,FH
ABZ0066,2003,HILUX
ABZ0076,2008,STRALISHD
ABZ0103,2007,AXOR
ABZ0117,2008,FH
ABZ0118,2008,FH
ABZ0252,2006,FH
ABZ0283,1991,GOL
ABZ0407,2008,FH
ABZ0463,1991,UNO
ABZ0701,2007,SR
ABZ0728,1991,LK
ABZ0801,2008,AXOR
ABZ0804,2008,25.37
ABZ0927,1991,GOL
ABZ1111,2000,VW
ABZ1193,1991,AGS
ABZ1211,2008,FH
ABZ1393,1991,GOL
ABZ1860,1979,CHEVETTE
ABZ2223,1991,VOYAGE
ABZ2226,2008,FH
ABZ2828,1999,SR
ABZ2929,1999,SR
ABZ3377,2008,STRALISHD
ABZ4144,2008,IVECOSTRALISHD
ABZ4361,1991,ESCORT
ABZ4567,2006,FH
ABZ4700,2008,STRALISHD
ABZ4932,1991,T112
ABZ5010,2007,FH
ABZ5158,1978,L
ABZ6004,2007,915C
ABZ6556,2008,STRALISHD
ABZ6660,2008,STRALISHD
ABZ6826,1988,MONZA
ABZ7755,2008,AXOR
ABZ7857,1987,L
ABZ8188,2007,LS
ABZ8228,2005,FH12
ABZ8229,1988,ML 125
ABZ8616,1986,L 1313
ABZ8666,2008,SR
ABZ8844,2008,FH
ABZ9006,2007,AXOR
ABZ9096,2008,AXOR
ABZ9944,2008,SILOCAR
ACA0109,1995,CORSA
ACA0908,1989,L
ACA0975,1980,CHEVROLET
ACA1112,2002,CIVIC
ACA1421,1991,7.90 S
ACA1512,1991,1800
ACA1698,1984,80 N
ACA1996,1995,CORSA
ACA2207,2001,BLAZER
ACA3126,1986,SANTANA
ACA3760,1987,N12 XH IC
ACA4657,1988,ESCORT
ACA5031,1975,SCANIA
ACA5842,1991,T112
ACA6024,1988,CARAVAN COMODORO
ACA7341,1991,NL
ACA8099,1985,T112
ACB0699,1989,D20
ACB0905,2005,C3
ACB1742,1991,GOL CL
ACB1973,1989,CHEVETTE SL
ACB2144,1979,L111S
ACB2643,1976,L
ACB2751,1991,12000
ACB3000,1990,T
ACB3113,1986,MONZA
ACB3355,2005,VECTRA
ACB3481,1991,T112
ACB3800,1996,L
ACB4491,1991,GOL CL 1.8
ACB6736,1986,MONZA CLASSIC
ACB6759,1987,L
ACB7079,1986,SANTANA
ACB8148,1986,11130
ACB8200,1997,T113
ACB8333,2007,SENTRA
ACB8937,1988,CARAVAN DIPLOMATA SE
ACB9068,1991,L 1621
ACC1249,1991,NL
ACC1649,1988,CG
ACC1821,1987,SCHIFFER
ACC2293,1991,LS 1935
ACC2765,1984,L 1316
ACC2968,1991,NL
ACC2C11,1996,S10 DELUXE
ACC3090,1985,MONZA SL
ACC3107,1975,FUSCA
ACC3195,1991,PAMPA
ACC3948,1986,ESCORT L
ACC4082,1977,BANDEIRANTE
ACC4482,1991,KRONE
ACC4786,1985,MONZA
ACC4852,1991,VERONA GLX
ACC5330,1989,L
ACC5521,1989,UNO
ACC5901,1989,ESCORT
ACC6435,1991,KOMBI FURGAO
ACC6443,1978,L
ACC7087,1983,BELINA
ACC7135,1973,L
ACC7349,1991,UNO
ACC8684,1984,RDZ 125
ACC8909,1997,SANTANA
ACC9179,1991,L
ACC9191,1983,OPALA
ACC9644,1989,UNO S
ACC9731,1979,FUSCA 1300 L
ACD0006,1988,QUANTUM
ACD0369,1981,T112
ACD0848,1981,FUSCA
ACD2807,1977,70
ACD2851,1991,T112
ACD3686,1982,SCANIA
ACD4698,1991,T112
ACD5046,1985,147
ACD5224,1986,6.9
ACD6664,1984,L 1113
ACD7155,1988,VOYAGE GLS
ACD8001,2006,HILUXSW4
ACD8742,1983,A10
ACD8755,1983,KOMBI
ACD8855,2008,COROLLA
ACD9400,1998,FORD ESCORT GL 16V F
ACE0109,1997,CLIO
ACE0719,2006,ASTRA
ACE1225,1991,SANTANA CL
ACE1932,1991,NL
ACE2365,1991,L
ACE3001,1996,CORSA GL
ACE3525,1991,T112
ACE4488,2004,STILO
ACE4977,1981,KOMBI
ACE4998,1985,F
ACE5905,1986,ESCORT L
ACE6111,2007,CORSA
ACE6314,1991,ESCORT L
ACE6333,2007,ASTRA
ACE7731,1991,VERONA GLX
ACE7741,1981,RODOVIARIA
ACE7789,1982,L
ACE9213,1967,1111
ACE9341,1991,BANDEIRANTE
ACE9886,2007,STILO
ACF0863,1985,MONZA SL
ACF1301,1990,GOL
ACF1550,1987,T112
ACF1602,1985,L 2213
ACF2319,1991,T112
ACF3319,1991,SAVEIRO CL
ACF3573,1985,SANTANA
ACF3945,1977,L 1113
ACF5139,1987,QUANTUM
ACF5713,1991,M.B./M.BENZ
ACF5998,2008,TUCSON
ACF7011,2007,CORSA
ACF8208,1987,VOYAGE
ACF8626,1991,CARGO
ACG0040,1994,KADETT
ACG0181,2002,L
ACG0374,1991,GOL CL
ACG0605,1994,MMC LANCER GLXI
ACG0858,1982,L
ACG2246,1991,GOL CL 1.8
ACG2804,1986,UNO
ACG2983,1989,CHEVETTE SL
ACG3186,1991,KADETT
ACG3200,1994,CORSA
ACG3806,1980,FUSCA
ACG4300,1995,R113
ACG4403,1977,FUSCA
ACG4435,1970,MERCEDES BENZ
ACG4563,1986,SAVEIRO LS
ACG5498,1985,L
ACG6280,1986,L
ACG6304,1991,LK 1621
ACG6498,1989,L
ACG7093,1991,VOYAGE GL 1.8
ACG7595,1984,BELINA
ACG8053,1987,GOL GL
ACG9113,2007,C2428
ACG9715,1991,VOYAGE CL 1.8
ACH0030,1994,T113
ACH0223,2007,206
ACH0371,1991,T113
ACH0487,1986,D20
ACH0723,1991,NL
ACH1846,1984,VOYAGE
ACH2895,1987,7.90 S
ACH4047,2010,207HB
ACH4943,1991,PAMPA
ACH5142,1991,GOL
ACH5888,2008,GOL
ACH6364,1988,L
ACH6667,2011,FIESTA
ACH7547,1987,KOMBI
ACH7903,1986,QUANTUM
ACH8338,2006,FIORINO
ACH9606,1979,KOMBI
ACH9903,1991,GOL CL 1.8
ACI0027,2000,MEGANE
ACI0101,1991,SANTANA GL 2000
ACI0391,1983,VOYAGE
ACI0621,1991,A.GUERRA
ACI1402,1984,PASSAT
ACI2176,1991,T113
ACI2518,1984,DEL
ACI3547,1991,T
ACI3989,1982,CORCEL
ACI4516,1977,L
ACI4888,2007,PAJERO
ACI5058,1978,BRASILIA
ACI5431,1989,T112
ACI5645,1988,GOL
ACI6803,1991,ESCORT
ACI6849,1981,PASSAT
ACI6941,1987,SANTANA
ACI7137,1991,VERONA
ACI7555,2011,BRAVO
ACI7650,1970,L
ACI8145,1975,SCANIA
ACI9554,1986,GOL LS
ACJ0274,1991,GOL CL
ACJ0433,1973,FUSCA
ACJ0477,2004,L
ACJ2220,1996,GOL
ACJ2326,1991,709
ACJ2657,1990,XLX
ACJ2920,1990,UNO S
ACJ3635,1991,UNO
ACJ3798,1986,PANORAMA CL
ACJ4110,1977,L111
ACJ5240,1978,OPALA
ACJ5532,1985,GOL
ACJ5683,1991,L 1618
ACJ5712,1981,T112
ACJ6868,1995,PARATI
ACJ7676,2006,HILUX
ACJ9956,1986,CG 125
ACK0010,1992,OMEGA GLS
ACK0378,1991,UNO MILLE
ACK0754,1991,GOL
ACK1357,1987,PARATI CL
ACK1654,1989,RANDON
ACK1910,1988,PARATI CL
ACK2151,1991,VOYAGE GL 1.8
ACK2218,1973,CORCEL
ACK2293,1991,T112
ACK3377,2002,BRAVA
ACK4176,1991,APOLLO
ACK4231,1984,T112
ACK4350,1977,L
ACK4806,1989,T112
ACK4989,1980,L111S
ACK5001,2008,GOL
ACK5413,1991,L
ACK5700,1998,SANTANA
ACK6244,2011,408
ACK6270,1986,L
ACK6305,1988,GOL
ACK6306,1988,OPALA
ACK6659,1976,BELINA
ACK7115,1974,FUSCA 1300
ACK7733,2008,GOL
ACK8007,2005,EUROTECH
ACK8053,1991,UNO FIORINO 1.5
ACK8210,1960,DKW
ACK8250,1977,BRASILIA
ACK8550,2008,ATEGO
ACK9222,2003,L200
ACK9264,1992,GOL CL 1.8
ACK9388,1977,L111S
ACL0288,2002,BRAVA
ACL0354,1979,L
ACL0407,2000,SIENA
ACL0501,1998,VECTRA
ACL1304,1984,KOMBI
ACL1580,1989,T112
ACL1997,1996,T113
ACL2825,1990,CHEVETTE
ACL3254,1991,L
ACL3600,1996,KADETT
ACL5137,1989,T112
ACL5780,1985,PARATI
ACL6046,1970,L
ACL7210,1989,PARATI GL
ACL9128,1980,LS
ACL9154,1991,L 1214
ACL9293,1991,LK
ACM0089,1994,PEUGEOT
ACM0313,2001,9800
ACM0967,1992,MONZA CLASSIC SE EFI
ACM1207,1989,ESCORT L
ACM4442,2003,GOL
ACM5189,1984,DEL
ACM5203,1991,MONZA
ACM5315,1992,UNO
ACM6331,1987,PARATI
ACM6332,1990,VERONA
ACM6340,1989,L
ACM6558,2004,FH12
ACM6666,1990,DEL REY 1.8 GHIA
ACM7464,1989,D
ACM7675,2004,FRONTIER
ACM7733,1986,ESCORT
ACM7917,1992,T113 H 4X2 360
ACM8644,1985,PARATI
ACM8712,1985,T112
ACM8743,1983,T112 H 4X2
ACM9013,2004,LS
ACM9422,1982,L
ACM9760,1990,APOLLO GL
ACN1246,1992,KADETT
ACN2605,1985,L
ACN3406,1985,T112
ACN3424,1991,GOL
ACN3530,1987,L
ACN3688,1979,L
ACN4027,1986,PARATI LS
ACN4666,1987,N10 HT IC
ACN5800,2005,VECTRA
ACN6621,1979,CORCEL
ACN8047,1980,L 1513
ACN9087,1975,SCANIA
ACO0014,1994,CORSA
ACO0103,2004,FIT
ACO0237,1992,R113
ACO0514,1979,L
ACO0551,2010,RANGER
ACO0558,2010,LOGAN
ACO0760,1985,OPALA
ACO0799,2009,G
ACO0809,1980,L
ACO1058,1987,SANTANA CL
ACO1308,1976,L
ACO2003,2001,GOL
ACO2005,1988,GOL CL
ACO3071,1983,PASSAT LS
ACO3307,2009,I30
ACO3504,1975,L
ACO5748,1979,CHEVETTE
ACO6091,1987,GOL CL
ACO6116,2010,LOGAN
ACO6355,1986,VOYAGE
ACO6888,2011,HILUXSW4
ACO7312,1991,MONZA SL
ACO7680,1969,1111
ACO8022,2010,I30
ACO8279,1984,FUSCA 1600
ACO8840,2012,207HB
ACO8976,1992,SR
ACO9816,1982,KOMBI
ACP0095,1991,PARATI CL
ACP1286,1991,VERONA LX
ACP2275,1992,T113
ACP3043,1991,PREMIO
ACP3191,1992,GOTTI
ACP3715,1992,GOL GL 1.8
ACP3911,1988,MONZA SL
ACP3H27,2003,VECTRA
ACP4446,1996,R113
ACP4960,1988,L 1318
ACP5810,1989,L
ACP6370,1984,ESCORT
ACP7518,1979,KOMBI
ACP7674,1985,FUSCA
ACP8045,1991,NL10 340
ACP8085,1992,CBX
ACP8788,1997,R113
ACP9393,1993,OMEGA
ACQ0501,2010,GOL
ACQ0609,2014,SANDERO
ACQ1028,1992,NL10 340
ACQ1297,1991,T113
ACQ2626,2009,CITY
ACQ3672,1983,T112
ACQ4271,1992,KADETT
ACQ4624,1981,L111S
ACQ4E76,1990,T112
ACQ5479,1992,ESCORT
ACQ6659,1991,1718
ACQ7431,1992,KADETT
ACQ7493,1984,DEL
ACQ7595,1973,L
ACQ7720,1981,L111S
ACQ7817,1991,NL
ACQ9257,1992,ESCORT
ACR0203,2000,F250
ACR0478,1983,BR 116
ACR0694,1992,SANTANA
ACR1271,1989,14210
ACR1569,1987,N
ACR2365,1976,L
ACR2530,1989,D.REY
ACR2587,1983,VOLVO
ACR2778,1992,UNO
ACR2829,1992,SAVEIRO CL 1.8
ACR3237,1992,T113
ACR3710,1987,OPALA
ACR5071,1990,MONZA SL
ACR5E97,1992,T113 H 4X2 360
ACR6002,2002,R124
ACR6004,2004,SCENIC
ACR6421,1992,B10M
ACR6725,1991,R112
ACR7951,1988,GOL
ACR8D91,1983,CHEVROLET D10
ACS0420,2000,R124
ACS0587,2010,VOYAGE
ACS0779,2005,206
ACS1272,2008,KIA
ACS1489,2012,LOGAN
ACS1679,2009,207PASSION
ACS1G93,2013,24.28
ACS2009,1994,QUANTUM
ACS2455,2012,CITY
ACS2661,2010,GOL
ACS2988,2009,TUCSON
ACS2H99,2001,CORSA
ACS3043,2008,FIESTA
ACS3160,2013,ATRON
ACS3663,1995,CORSA
ACS3719,1993,SANTANA
ACS3840,2012,207HB
ACS4901,1998,VECTRA GLS
ACS5998,2011,MAXICARGO
ACS7510,1999,CIVIC
ACS7909,2000,GOL
ACS8020,2007,POLO
ACS8B60,2013,8.16
ACS9010,2009,FRONTIER
ACS9268,1999,SANTANA
ACS9889,1995,CIVIC
ACT0263,1992,KOMBI
ACT0549,1992,NL10 340
ACT1109,2004,ZAFIRA ELEGANCE
ACT1300,1994,GOL
ACT1424,1977,L
ACT1618,1972,FUSCA
ACT1959,2005,CLASSIC
ACT1997,1996,TEMPRA
ACT2001,1994,CG
ACT2031,1989,LS
ACT2636,2007,PALIO
ACT2794,1992,GOL CL
ACT4002,2006,VM
ACT4007,2006,CARGO
ACT4646,2001,FOCUS
ACT5251,1992,GOL CL 1.8
ACT5612,1987,LS
ACT5756,1984,SCANIA
ACT5786,1974,FUSCA
ACT6169,2003,NH12380 4X2T
ACT6262,2003,NH12380
ACT7418,1992,PARATI CL 1.8
ACT7436,1992,CHEVETTE
ACT8693,1983,VOYAGE
ACT9199,1976,SCANIA
ACT9595,2006,19.32
ACT9871,1977,PASSAT
ACT9955,2007,PALIO
ACU0095,2018,FH
ACU1I41,2021,FH
ACU2500,1999,GOL
ACU2584,2014,VW
ACU3530,1977,L111
ACU3850,1987,LS
ACU5950,1983,R112
ACU7007,2003,330I
ACU7770,2005,SAVEIRO
ACV0502,2003,RANGER
ACV0809,1989,MONZA
ACV0831,1987,L
ACV2414,1979,LK 141
ACV3065,1992,TEMPRA
ACV3438,1975,LA
ACV3666,2006,CLIO
ACV4118,2006,FH12
ACV8792,1992,MONZA
ACW0307,2002,307
ACW0449,1987,L
ACW0530,1978,L 608 D
ACW0841,1992,GOL
ACW2065,1989,GOL CL STAR
ACW2397,1973,L
ACW3113,2009,207HB
ACW3467,1992,NL
ACW3752,1988,GOL
ACW3999,2013,NOVO
ACW4222,2014,BOXCAR
ACW4640,1975,SCANIA
ACW5861,1992,KADETT
ACW5950,1987,VOYAGE
ACW7325,1992,C20
ACW7777,1984,MONZA
ACW8503,1980,L111S
ACW8857,1984,MONZA SL
ACW9368,1977,BRASILIA
ACX0019,2003,MERIVA
ACX0201,2011,PUNTO
ACX1155,2007,AX0R
ACX1632,1992,GOL
ACX1910,1988,MONZA SL
ACX1949,2009,207PASSION
ACX2202,1986,CHEVETTE
ACX2297,1989,OPALA
ACX3396,1992,T113
ACX3737,2011,COROLLA
ACX3791,1992,KADETT
ACX4002,2009,CARGO
ACX4016,1992,GOL CL
ACX4960,1989,GOL GL
ACX5561,1992,UNO
ACX5584,1982,T112
ACX6362,1992,KADETT
ACX6518,1979,CHEVROLET D10
ACX6604,1988,L
ACX6869,1987,CARGO
ACX6969,2001,GOLF
ACX7626,1989,L
ACX8657,1980,PASSAT
ACX9285,1980,L
ACY0087,2004,206
ACY0894,1983,R142
ACY1467,1992,GOL CL
ACY1863,1986,L
ACY2143,1992,ESCORT GL
ACY3161,1992,KADETT
ACY3222,2014,NOVO
ACY3523,1992,NL
ACY3892,1992,GOL CL
ACY3H50,1991,BANDEIRANTE
ACY5378,1985,DEL REY GL
ACY5991,1992,MONZA
ACY6624,1992,CHEVETTE JUNIOR
ACY6984,1981,L
ACY7041,1992,MONZA BARCELONA
ACY7934,1986,DEL
ACY8480,1978,BRASILIA
ACY8500,1999,FH12
ACY9775,1980,FUSCA
ACY9889,2009,KA
ACZ0180,2000,BLAZER
ACZ0979,2012,FIESTA
ACZ1106,2010,CLIO
ACZ1423,2011,I30
ACZ2154,1998,XSARA
ACZ2425,2008,ATEGO
ACZ2428,2007,CARGO
ACZ2626,2002,330I
ACZ4455,1997,T113
ACZ6373,2009,A4
ACZ7074,2017,GOLF
ACZ7676,2006,FUSION
ADA0203,2002,FIESTA
ADA0324,1992,L
ADA0540,1987,L
ADA2004,1997,FIESTA
ADA2233,2002,FIESTA
ADA4433,2007,GOLF
ADA4817,1991,ELBA CS
ADA4834,1992,R113
ADA4959,1988,T112 H 4X2
ADA5049,1982,N12
ADA5722,1989,KOMBI
ADA6326,1978,L
ADA7384,1983,T112
ADA7435,1978,BELINA
ADA7442,1992,T113 H 4X2 320
ADA7940,1977,L
ADA8462,1984,147
ADA9739,1992,D20
ADB0319,1989,QUANTUM
ADB0999,1999,306
ADB1112,1995,GOL
ADB1220,1998,CORSA
ADB1231,1992,PARATI GLS 1.8
ADB1426,1985,PREMIO
ADB2656,1992,CHEVETTE DL
ADB2893,1992,MONZA SL
ADB2910,1977,LS 1924
ADB5403,1985,CARAVAN COMODORO
ADB5887,2011,SANTA
ADB7064,1986,T112 H 4X2
ADB7572,1976,CORCEL
ADB7869,1988,ESCORT XR3
ADB8222,2010,ATEGO
ADB8271,1986,PARATI
ADB8369,1979,CHEVETTE
ADB9643,1992,T113
ADC0967,1975,CORCEL
ADC2102,1982,R142
ADC2379,1992,VOYAGE CL 1.8
ADC2419,1981,LK
ADC2453,1988,MONZA CLASSIC SE
ADC2525,2001,ZAFIRA
ADC3525,1992,O
ADC4787,1980,L
ADC5169,1987,GOL
ADC5225,2005,COROLLA
ADC5450,1973,L 1113
ADC6448,2009,FOCUS
ADC6783,1992,UNO
ADC7028,1992,GOL
ADC7070,1992,GOL
ADC7636,1990,L
ADC9033,2009,SENTRA
ADC9088,2008,PAJERO
ADC9230,1982,OPALA COMODORO
ADC9252,1976,L110
ADD1199,2001,MMC
ADD2053,1992,ESCORT 1.8 XR3
ADD2776,1992,LS
ADD2781,1992,LS 1935
ADD3001,2005,CIVIC
ADD3845,1978,L
ADD3968,1981,L
ADD4486,1988,L
ADD5157,1992,KADETT
ADD5881,1989,L
ADD6111,2007,CARGO
ADD6223,1992,ESCORT
ADD7099,1984,ESCORT
ADD7137,1992,T113 H 4X2 360
ADD7180,1986,CARGO
ADD8007,2009,FOX
ADD8910,1989,PREMIO SL
ADD9088,2009,PUNTO
ADD9271,1992,T113
ADD9865,1992,PREMIO
ADD9866,1966,FUSCA
ADD9961,1972,TL
ADD9992,2009,CIVIC
ADE0296,1976,PASSAT
ADE0330,1994,OMEGA
ADE0332,1991,D20 CUSTOM S
ADE0426,1971,L 1313
ADE1370,1982,CHEVETTE
ADE1467,1980,CHEVETTE
ADE1840,1966,FUSCA
ADE2125,1992,KADETT
ADE2396,1978,FUSCA
ADE2626,2004,26.26
ADE2775,1988,ESCORT
ADE3881,1992,T113
ADE3924,1992,T113
ADE4222,2005,ZAFIRA
ADE4545,2002,A
ADE4549,1989,GOL
ADE4885,1988,14000
ADE4944,1976,CHEVETTE
ADE5351,1992,T113
ADE5412,1987,CG
ADE5900,1996,PALIO
ADE6200,1997,GOL
ADE7225,1992,LK
ADE7422,1978,L111S
ADE7425,1989,T142
ADE7432,1992,GOL GTI 2000
ADE7927,1974,BRASILIA
ADE8261,1992,D20
ADE8854,1986,PREMIO
ADE9856,1986,MONZA
ADE9991,2003,23.25
ADF0580,1980,L
ADF1144,2008,GOL
ADF1177,2003,CLIO
ADF1280,1987,PREMIO
ADF2539,1981,L
ADF2805,1987,T112
ADF3617,1986,MONZA
ADF3888,2008,MONTANA
ADF4120,1989,L
ADF4703,1989,VOYAGE GL
ADF4716,1992,GOL CL
ADF5462,1991,1418
ADF5541,1992,ESCORT 1.8 GL
ADF6664,1992,OMEGA
ADF7200,1997,VECTRA
ADF7826,1985,SANTANA
ADF8812,1977,KOMBI PICK UP
ADF9111,2008,VECTRA
ADF9261,1991,L
ADF9551,1992,RD 350 R
ADG0220,1995,S10
ADG0244,2006,R114GA4X2NZ
ADG0869,1986,CARGO
ADG0879,1992,CHEVETTE JUNIOR
ADG0886,1992,PARATI
ADG1279,1991,16.22
ADG1337,2009,G
ADG1519,1992,CG
ADG1659,1977,L 608 E
ADG3049,1988,CARGO
ADG3222,2009,G
ADG3829,1988,DEL REY GL
ADG5252,2009,LINEA
ADG5670,1987,T112
ADG5873,1989,UNO
ADG6068,1974,L 1113
ADG6998,2010,VOYAGE
ADG7490,1983,CHEVETTE
ADG7892,1978,147
ADG8169,1979,CORCEL
ADG8788,2010,SIENA
ADH0170,1989,KADETT
ADH0414,2013,PAJERO
ADH1867,1967,1111
ADH3179,1977,L 1519
ADH3311,2011,24.25
ADH3851,1992,MONZA SL
ADH4119,1979,L
ADH4440,1997,SILVERADO
ADH4699,1984,PARATI
ADH5211,1983,CORCEL
ADH5272,1992,LS 1935
ADH5573,1992,PAMPA 1.8 GL
ADH6665,1992,L
ADI0097,1997,T113
ADI0222,1997,L
ADI0853,1992,ELBA
ADI0998,1977,CORCEL
ADI1407,1985,OPALA
ADI1711,1987,T112
ADI3117,1984,KOMBI
ADI3425,1992,KADETT SL
ADI3482,1992,MONZA
ADI3822,1986,SANTANA
ADI4446,2005,ATEGO
ADI4513,1984,T112 H 4X2
ADI4667,1989,D20
ADI5060,1979,CORCEL
ADI6034,1992,ESCORT
ADI6667,2008,LOGAN
ADI7666,2008,DAILY55C16
ADI7752,1992,M/BENZ
ADI7790,1980,PANORAMA
ADI7810,1961,L 312
ADI7854,1992,CHEVETTE JUNIOR
ADI8311,1988,VOYAGE CL
ADI8566,1997,L
ADI8694,1992,KADETT SL EFI
ADI9008,2007,ATEGO
ADI9393,1999,SCENIC
ADI9640,1980,L111S
ADI9897,2008,ATEGO
ADJ0248,1976,LA
ADJ0557,1985,OPALA
ADJ1185,1992,LS 1941
ADJ1295,1988,PREMIO
ADJ1637,1992,KADETT
ADJ2021,1992,RC
ADJ2322,2007,VECTRA
ADJ2331,1992,CB
ADJ3390,1984,R142
ADJ3468,1986,QUANTUM
ADJ4306,1980,80
ADJ4891,1991,BANDEIRANTE
ADJ5399,1983,T112 H 4X2
ADJ5557,2009,COROLLA
ADJ5600,1998,L
ADJ6226,1993,MONZA
ADJ6420,1987,LS
ADJ6482,1992,NL
ADJ6495,1992,ESCORT
ADJ6846,1992,XL 125 DUTY
ADJ7002,2006,FIT
ADJ7089,1992,KADETT SL EFI
ADJ7195,1967,1111
ADJ7250,1988,UNO 1.5 R
ADJ7391,1992,L
ADJ8566,2010,CELTA
ADJ8571,1978,L
ADJ9033,2010,LIVINA
ADJ9909,2006,CIVIC
ADK0012,1999,INTERN 9200 6X4
ADK0169,1977,L
ADK0377,2008,CLASSIC
ADK1797,1974,L
ADK2145,1989,KADETT
ADK2358,1992,L
ADK2523,1985,GOL
ADK2999,2006,PALIO
ADK3091,1992,GOL
ADK3137,1973,L
ADK3334,2009,HR
ADK3523,1986,VOYAGE
ADK3D75,1979,L 1113
ADK4534,1989,LS
ADK7425,1976,M.B./M.BENZ
ADK8356,1990,KADETT IPANEMA SL
ADK8903,1992,PARATI GLS 1.8
ADK9006,2007,19.32
ADK9026,1988,MONZA
ADK9777,2007,PALIO
ADL0091,2005,FIT
ADL0441,1985,N12
ADL2056,1992,T113
ADL2236,1983,CORCEL
ADL2474,1988,T112
ADL3069,1993,GOL GTI 2000
ADL3203,1992,T113
ADL3271,1986,LS
ADL3370,1980,L
ADL4027,1974,L 608 D
ADL4045,2007,CELTA
ADL5055,2006,COROLLA
